dataset,stage,setting,S,pts,alphas,V,sigma,dual_resample,resample_modes,log_density,deposit,pca_n,k,strategy,head,feat_dim,ACC,ACC_std,MacroF1,MacroF1_std,AUC_macro,AUC_macro_std,MacroPrecision,MacroPrecision_std,MacroRecall,MacroRecall_std,n_eval,elapsed_s
D_MGBLncLoc,kmer,k=5,,,,,,,,,,,5,,et,1024,0.4915254237288136,0.0,0.4781855604354191,0.0,0.7368125327053898,0.0,0.6392276422764227,0.0,0.4555555555555556,0.0,1,0.5
D_MGBLncLoc,kmer,k=5,,,,,,,,,,,5,,rf,1024,0.4576271186440678,0.0,0.42133995037220845,0.0,0.7339619309262166,0.0,0.6202380952380953,0.0,0.40555555555555556,0.0,1,0.8
D_MGBLncLoc,kmer,k=6,,,,,,,,,,,6,,et,4096,0.5084745762711864,0.0,0.4920861897351782,0.0,0.7509571777428921,0.0,0.6366550116550116,0.0,0.46805555555555556,0.0,1,0.6
D_MGBLncLoc,kmer,k=6,,,,,,,,,,,6,,rf,4096,0.4915254237288136,0.0,0.4637718603235845,0.0,0.7418940781440782,0.0,0.6148785425101214,0.0,0.44305555555555554,0.0,1,0.9
D_MGBLncLoc,kmer,k=7,,,,,,,,,,,7,,et,16384,0.4576271186440678,0.0,0.4565831646423752,0.0,0.732487135879993,0.0,0.5670045045045045,0.0,0.4305555555555556,0.0,1,1.4
D_MGBLncLoc,kmer,k=7,,,,,,,,,,,7,,rf,16384,0.4915254237288136,0.0,0.48433048433048437,0.0,0.7078200767486482,0.0,0.6029411764705882,0.0,0.4555555555555556,0.0,1,1.3
D_MGBLncLoc,kmer,k=8,,,,,,,,,,,8,,et,65536,0.5084745762711864,0.0,0.5046160130718954,0.0,0.7113354700854702,0.0,0.571236559139785,0.0,0.48333333333333334,0.0,1,7.8
D_MGBLncLoc,kmer,k=8,,,,,,,,,,,8,,rf,65536,0.4576271186440678,0.0,0.4530368085792614,0.0,0.6957465550322693,0.0,0.5411931818181819,0.0,0.4305555555555556,0.0,1,2.8
