dataset,stage,setting,S,pts,alphas,V,sigma,dual_resample,resample_modes,log_density,deposit,pca_n,k,strategy,head,feat_dim,ExAcc,AvgPrec,AvgF1,MiP,MiR,AvgAUC,AvgMCC,Hamming,RankLoss,OneError,Coverage,n_eval
D_GRASP,kmer,k5,,,,,,,,,,,5,,et,1024,0.5082,0.739,0.6876000000000001,0.7128,0.608,0.7202,0.259,0.31,0.1882,0.8794000000000001,5.1858,5
D_GRASP,kmer,k5,,,,,,,,,,,5,,rf,1024,0.505,0.7256,0.6878,0.7045999999999999,0.6166,0.7097999999999999,0.2429999999999999,0.3122,0.1881999999999999,0.8992000000000001,5.1926000000000005,5
D_GRASP,kmer,k6,,,,,,,,,,,6,,et,4096,0.5134,0.7507999999999999,0.6898,0.7202,0.6098,0.73,0.2792,0.3052,0.1851999999999999,0.8684,5.1734,5
D_GRASP,kmer,k6,,,,,,,,,,,6,,rf,4096,0.505,0.7348000000000001,0.6862,0.7098000000000001,0.6083999999999999,0.7167999999999999,0.2512,0.3114,0.1894,0.8876000000000002,5.1992,5
D_GRASP,kmer,k7,,,,,,,,,,,7,,et,16384,0.5304,0.7634,0.7023999999999999,0.727,0.6324,0.7427999999999999,0.308,0.2946,0.1798,0.8457999999999999,5.144,5
D_GRASP,kmer,k7,,,,,,,,,,,7,,rf,16384,0.5178,0.7468,0.6946,0.716,0.6244,0.7272000000000001,0.2762,0.3034,0.1854,0.8666,5.1806,5
D_GRASP,kmer,k8,,,,,,,,,,,8,,et,65536,0.5574000000000001,0.7716000000000001,0.724,0.7163999999999999,0.6893999999999999,0.7526,0.327,0.2836,0.176,0.8208,5.1294,5
D_GRASP,kmer,k8,,,,,,,,,,,8,,rf,65536,0.5464,0.754,0.716,0.7011999999999999,0.6912,0.7336,0.2992,0.2934,0.1866,0.8394,5.1942,5
